CÓDIGO COMPLETO,REGIÓN,AUTORIDAD AMBIENTAL,RAZÓN SOCIAL,CATEGORÍA,SECTOR ,SUBSECTOR,DESCRIPCIÓN DE LA EMPRESA O NEGOCIO,CADENA PRODUCTIVA,MUNICIPIO,DEPARTAMENTO,AÑO DE VERIFICACIÓN ,VERSIÓN CRITERIOS DE VERIFICACIÓN,PLAN DE MEJORA PARA LLEGAR A NIVEL SATISFACTORIO,Participación Bioexpo ,Etapa Empresarial 
2014FBCCORALINA30,CARIBE,CORALINA,RESTAURANTE CARIBBEAN PLACE ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Restaurante Caribbean place, es una iniciativa ubicada en Fresh water  bay - San Andres, dedicada a la transformación y comercialización de alimentos  ",Restaurante,Providencia,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,Sí,No reporta ,Consolidación
2014FBCCORALINA44,CARIBE,CORALINA,ISLANDERS ARTS AND CRAFT,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Islanders art and craft es una iniciativa apoyada dentro del marco del Proyecto APC- ejecutado por el Fondo Biocomercio Colombia, esta empresa transforma y comercializa artesanías, ubicada en Old providence - San Andres
Elaboran artesanías y bisuterías utilizando fibras naturales y semillas nativas de la isla, bajo principios de sostenibilidad y respetando las leyes ambientales específicas",Artesanías,Providencia,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,Sí,No reporta ,Despegue
2015FBCCAM88,CENTRAL,CAM,ECOAVENTUR,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Ecoturismo, turismo de aventura, ofrece experiencias en espacios naturales y atractivos turísticos de la región y del Huila",Ecoturismo,Neiva,HUILA,2015,V 1.1.,Sí,No reporta ,Consolidación
2014FBCCORALINA54,CARIBE,CORALINA,BLUE LIFE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Blue Life es una iniciativa localizada en la isla de San Andrés, departamento de San Andrés y Providencia. Con 20 años de trabajo, son un negocio familiar encargado de proporcionar experiencias y cursos de buceo seguro y divertido. Cuentan con experimentados instructores bilingües PADI, SDI y TDI con una amplia gama de cursos de especialidad, intereses y áreas de experiencia diferentes que garantizan la seguridad de los buceadores y además 38 opciones de sitios en donde sumergirse. La sala de ventas, aula y oficina está ubicada en el centro de San Andrés, en el hotel Sunrise Beach que cuenta con un muelle de donde parten hacia la aventura.",Ecoturismo,San Andrés ,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,No,No reporta ,Consolidación
2014FBCCORALINA55,CARIBE,CORALINA,CENTRO DE BUCEO SIRIUS ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"El centro de buceo Sirius, es una iniciativa se encuentra localizada en South West Bay de la isla de Providencia, esta opción para buzos se encuentra localizada en la parte baja del hotel del mismo nombre. Conformada desde 2011 ofrece varias actividades, desde snorkel y buceo nocturno hasta buceo profesional. Sus instructores están entrenados para usar el sistema PADI y tienen muchos años de experiencia internacional y local en el área desde San Andrés hasta Providencia.  ",Ecoturismo,Providencia,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORALINA60,CARIBE,CORALINA,FELIPE DIVING ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Felipe Diving, es una iniciativa de ecoturismo ubicada en Fresh Watrer Bay en la isla de San Andrés, Departamento de San Andrés y Providencia. Es un centro de buceo que ofrece programas dirigidos a principiantes, buzos certificados y en nivel avanzado. Por ello, de acuerdo a la experiencia del visitante, Felipe Diving tiene como opción ocho escenarios acuáticos en los cuales serán acompañados por instructores certificados (PADI, NAUI y BIS). Actualmente apoyada por el Proyecto APC- Fondo Biocomercio Colombia.",Ecoturismo,Providencia,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORALINA67,CARIBE,CORALINA,SAN ANDRES DIVING AND FISHING,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"San Andres Diving and Fishing es una iniciativa de ecoturismo ubicada en la isla de San Andrés, departamento de San Andrés, Providencia y Santa Catalina. Actualmente es apoyada por el Proyecto APC- ejecutado por el Fondo Biocomercio Colombia. Aunque su principal producto es la pesca deportiva, ofrece también a sus visitantes otros servicios espectaculares como lo son tours V.I.P a Johny Cay y el Acuario y alrededor de la isla, buceo y snorkeling que les permitirán reconocer la diversidad de la fauna y flora marítima.",Ecoturismo,San Andrés ,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORALINA70,CARIBE,CORALINA,WEST VIEW,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"West View es un centro vacacional de ecoturismo apoyado por el  Proyecto APC- ejecutado por el Fondo Biocomercio Colombia, ofrecen caminatas, ver animales de zoocría, bañarse en el mar, bailes típicos y comida.
West View es un centro vacacional de ecoturismo ubicado en la isla de San Andrés, departamento de San Andrés, Providencia y Santa Catalina. Actualmente, es apoyado por el Proyecto APC- ejecutado por el Fondo Biocomercio Colombia. Ofrecen caminatas, recorridos de observación de animales de zoocría, así mismo los turistas tienen la opción de bañarse en el mar y ser testigos y participes de los bailes típicos y la gastronomía caribeña.",Ecoturismo,San Andrés ,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORANTIOQUIA50,CENTRAL,CORANTIOQUIA,AREWARO ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Es una agencia de viajes ubicada en la ciudad de Medellín, departamento de Antioquia. Con una trayectoria de más de 20 años, sus programas y planes turísticos están enmarcados en tres líneas de acción: ecoturismo, educación ambiental y etnoturismo. Sus principales destinos son las Reservas Naturales y Parques Nacionales Naturales de Colombia, las Reservas Regionales del departamento de Antioquia y Locales en la ciudad de Medellín y sus alrededores. Los planes de viaje son programados para el público en general en grupos entre 10 y 40 personas, con estadías de alojamiento entre 3 a 15 días dependiendo de los destinos y actividades a desarrollar.",Ecoturismo,Medellín,ANTIOQUIA,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORANTIOQUIA31,CENTRAL,CORANTIOQUIA,SABORES Y VIDA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Esta empresa siembra y mantiene sus cultivos sin ninguna clase de agroquímicos y los transforma artesanalmente en alimentos de forma ecológica y tiene como proveedores a cerca de doce familias de agricultores.  Los productos que llegan a los consumidores no contienen aditivos artificiales lo que garantiza su inocuidad y la conservación de las cualidades organolépticas naturales, y al ser empacados en vidrio permite además preservar sus propiedades. Actualmente ofrece a su distinguida clientela vinagretas, frutas untables, mixtura y su producto líder las especias deshidratadas a temperatura contralada y moliendo solamente la hoja sin tallo.  ","Vinagreta, Frutas, Especias",Guarne ,ANTIOQUIA,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORANTIOQUIA21,CENTRAL,CORANTIOQUIA,ECOFLORA AGRO,ECOPRODUCTOS INDUSTRIALES,OTROS BIENES Y SERVICIOS VERDES SOSTENIBLES,N.A,"Ecoflora Agro son productores y comercializadores de la línea de Bioinsumos para el hogar, su principal producto es el Ecoswing, se encuentran ubicados en Rionegro - Antioquia",Bioinsumos,Ríonegro,ANTIOQUIA,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORANTIOQUIA15,CENTRAL,CORANTIOQUIA,COLOMBIANA DE BIOCOMBUSTIBLES,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Sacha, Chia, Jatropta, Higuerilla",Sábila ,Medellín,ANTIOQUIA,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORPOAMAZONÍA69,AMAZONÍA,CORPOAMAZONÍA,TANIMBOCA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Tanimboca está ubicada en el municipio de Leticia, departamento del Amazonas. Agencia de viajes constituida desde 2010, se encarga de operar su propia Resera Natural en la Amazonía colombiana, ofrece a sus visitantes diversas actividades como recorridos guiados, visita al serpentario, senderismo y escalada, canopy, kayaks, expediciones en selva y ríos, safaris de pesca artesanal ornamental.",Ecoturismo,Leticia,AMAZONAS,2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORPOAMAZONÍA65,AMAZONÍA,CORPOAMAZONÍA,PARQUE ECOLÓGICO MUNDO AMAZÓNICO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"El Parque Ecológico Mundo Amazónico se encuentra ubicado a quince minutos de la ciudad de Leticia en el departamento de Amazonas. Constituida como sociedad limitada, con más de 15 años de experiencia en el mercado eco turístico, este centro etno-botánico, ofrece los servicios de senderismo, alojamiento, recorridos guiados e interpretación ambiental en diferentes escenarios donde el visitante podrá reconocer la fauna y flora del bosque húmedo tropical, sus comunidades indígenas, procesos sostenibles entre otras actividades ecológicas.  ",Ecoturismo,Leticia,AMAZONAS,2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORPOAMAZONÍA43,AMAZONÍA,CORPOAMAZONÍA,INDUSTRIAS ECHZ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Industrias ECHZ, es una iniciativa, ubicada en el municipío la Hormiga - Putumayo, son trasnformadores de frutos amazonicos, su principal producto es el aceite de Sacha inchi    ",Frutos amazónicos,La Hormiga,PUTUMAYO,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORPOAMAZONÍA35,AMAZONÍA,CORPOAMAZONÍA,ASOCIACIÓN DE AUTORIDADES TRADICIONALES INDÍGENAS  DE TARAPACÁ-AMAZONAS  - ASOAINTAM,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Asociación de Autoridades Indígenas  de Tarapacá Amazonas  - Asoaintam, es una iniciativa apoyada por el Instituto Sinchi trabajan como productores de ingredientes naturales como Andiroba y Copaiba, ubicada en tarapacá - Amazonas.  ",Ingredientes naturales,Tarapacá,AMAZONAS,2014,V1.1.,Sí,No reporta ,Inversión Inicial
2014FBCSDA40,CENTRAL,SDA,FUNDACIÓN LABORATORIO DE FARMACOLOGÍA VEGETAL - LABFARVE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Laboratorios Labfarve, es una iniciativa ubicada en Bogotá, que trabaja con ingredientes naturales para la industria farmaceutica, en la elaboración de jarabes de totumo, pasiflora en gotas y vira vira",Ingredientes naturales,Bogotá,DISTRITO CAPITAL,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORPOAMAZONÍA14,AMAZONÍA,CORPOAMAZONÍA,CHAGRA MAGUAREE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Chagra Maguarée es una iniciativa con más de 25 años en la industria alimenticia, se encuentra ubicada en la ciudad de Florencia del departamento del Caquetá, su actividad económicase refiere al cultivo y latransformación de especies vegetales y frutales amazónicas como por ejemplo el arazá, ají yel copoaçú en productos alimenticios como CHOCÓlates, confites y/o salsas los cuales cuentan consu respectiva certificación INVIMA.",vegetales y frutales amazónicas,Florencia ,CAQUETÁ,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORPOBOYACÁ62,CENTRAL,CORPOBOYACÁ,MANAKIN NATURE TOURS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Agencia de viajes especializada en toures de: observación de aves, de vida silvestre y fotografía de naturaleza. Son toures élite, enfocados en turismo de extranjeros por encima de los 50 años. Cuenta con una logística especializada y de alta gama; utiliza para el hospedaje proveedores colombianos privados o publicos que ofrezcan comodidad y buenas instalaciones. No utiliza la modalidad de camping. El foco de atención esta dirigido a este grupo de turistas, dada la cultura que se tiene en el exterior por pagar este tipo de entretenimiento, y por su dispsición a pagar los costos que este tipo de turismo implica (por su especilidad y alta gama de servisio ofrecido). ",Ecoturismo,Tunja,BOYACÁ,2014,V1.1.,No,2015,Consolidación
2014FBCCORPOBOYACÁ53,CENTRAL,CORPOBOYACÁ,ASOCIACIÓN ECOTURÍSTICA DE GÛICÁN Y COCUY  - ASEGUICOC,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Aseguicoc es una iniciativa conformada por 20 líderes campesinos de los municipios de Guican y El Cocuy, departamento de Boyacá. Desde el 2000 se encargan de administrar el ecoturismo comunitario en el Parque Nacional Natural El Cocuy con Parques Nacionales Naturales de Colombia. 
",Ecoturismo,El Cocuy,BOYACÁ,2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCORPOBOYACÁ38,CENTRAL,CORPOBOYACÁ,CREARCOP - GUACAMAYAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Crearcop - guacamayas, es una iniciativa que transforma y comercializa artesanias de guacamayas con paja blanca y pajilla, esta se encuentra ubicada  en el municipio de Panqueva en el departamento de Boyacá ",Artesanías,Panqueva ,BOYACÁ,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCCORPOCALDAS23,CENTRAL,CORPOCALDAS,FRUTAS DOÑA CHUS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Su actividad es la producción y transformación de productos orgánicos deshidratados aprovechando las cortezas, frutas y verduras como materia energética con labores a cargo de madres cabeza de Familia y cultivadores.",Pulpa de frutas,Manizales,CALDAS,2014,V1.1.,Sí,2015,No Reporta 
2014FBCCORPOGUAJIRA16,CARIBE,CORPOGUAJIRA,COOPERATIVA DEL GRUPO PARTICIPATIVO LOCAL DE DIBULLA P.B.A. - COOGRUPADI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",Fertilizantes orgánicos,Fertilizantes,Dibulla ,LA GUAJIRA,2014,V1.1.,Sí,No reporta ,No Reporta 
2015FBCCAM84,CENTRAL,CAM,BETHEL BIO LUXURY HOTEL,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Ubicado el desierto de la Tatacoa, municipio Villavieja, departamento del Huila, ofrece lo maravilloso de un lugar mágico con más de cinco millones de estrellas. Experiencia única y diferente con alto nivel de comodidad, en un entorno inmejorable.",Ecoturismo,Villavieja,HUILA,2015,V 1.1.,Sí,No reporta ,Consolidación
2014FBCCORTOLIMA3,CENTRAL,CORTOLIMA,ASOCIACIÓN AGROPECUARIA Y DE CHACHAFRUTEROS DEL MUNICIPIO DE IBAGUÉ - TOLIMA - AGROCHAC,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Agrochac es una iniciativa constituida desde el 17 de diciembre del año 2009, se encuentra ubicada en la ciudad de Ibagué en el departamento de Tolima, su actividad económica parte de la necesidad de reforestar y recuperar las microcuencas El Gallinazo y La Peñoza con el árbol nativo conocido como Chachafruto, permitiendo posteriormente incursionar con su fruto en la industria alimenticia, logrando producir y comercializar productos como la harina precocida de chachafruto, encurtido de chachafruto, CHOCÓbalú, semilla fresca de chachafruto y su producto líder concentrado de chachafruto.",Chontaduro,Ibagué,TOLIMA,2014,V1.1.,Sí,No reporta ,Despegue
2014FBCCVC63,PACÍFICO,CVC,MAPALINA ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Mapalina, se encuentra ubicada en Cali - Valle ,ofrecen el servicio de ecoturismo, pero su principal actividad es Observación de aves .  Mapalina es una iniciativa de base comunitaria con sede en la ciudad de Cali del departamento del Valle del Cauca. Con énfasis en el geoturismo, es liderada por la Asociación Río Cali, organización privada sin ánimo de lucro creada desde 1998. ",Ecoturismo,Cali,VALLE DEL CAUCA,2014,V1.1.,No,No reporta ,No Reporta 
2014FBCCVC5,PACÍFICO,CVC,ASOCIACIÓN DE CAMPESINOS AGRO-ECOLÓGICOS DE LA ZONA DE AMORTIGUAMIENTO AL PARQUE NATURAL REGIONAL DEL DUENDE - ASODUENDE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Asoduende es una asociación de 27 emprendedores dedicados a la transformación de productos frutales cultivados de manera orgánica, se encuentran ubicados en el municipio de Fenicia del departamento del Valle, los productos que ofrecen son jaleas de guayaba, mermelada de mora, frutas en almíbar y café, y también pitaya en conserva.",Varios agrosistemas sostenibles ,Fenicia,VALLE DEL CAUCA,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCSDA47,CENTRAL,SDA,VHERA LUCCI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Su actividad económica consiste en transformar y comercializar productos para la industria cosmética como cremas hidratantes, jabón líquido, loción hidratante, jabón antibacterial a partir de extractos frutales naturales como la pomarrosa, uchuva, fresa, naranja y limón, el aloe vera y glicerina, los productos de VheraLucci se encuentran ya disponibles en las tiendas Falabella.  ",Cosméticos,Bogotá,DISTRITO CAPITAL,2014,V1.1.,Sí,No reporta ,No Reporta 
2015FBCCORPOGUAJIRA79,CARIBE,CORPOGUAJIRA,AGROFIQUE COLOMBIA - AGROIN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"
Producción, procesamiento y transformación de fibra de fique en artesanías",Fique ,San Juan del Cesar ,LA GUAJIRA,2015,V 1.1.,Sí,2015,Despegue
2014FBCSDA26,CENTRAL,SDA,NEYBER,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Está dedicada a la transformación y comercialización de extractos naturales, alcanzando en la actualidad un portafolio de más de 50 diferentes ingredientes naturales de plantas nativas e introducidas, las cuales son adquiridas a comunidades rurales de los municipios de Cundinamarca, Sucre, Santander, Antioquia, Amazonas entre otros. Neyber es una de las empresas líderes nacionales que trabaja con los estamentos gubernamentales y ASOCIACIÓNes gremiales en la regulación de acceso al recurso genético tanto para la investigación como para la comercialización de los extractos naturales. Algunos de los productos que se encuentran disponibles en el mercado son elextracto de Aloe vera, extracto de caléndula, aceite esencial de Lippia alba, aceite esencial de seje, mantequilla de copoazú",Varios agrosistemas sostenibles ,Bogotá,DISTRITO CAPITAL,2014,V1.1.,Sí,No reporta ,No Reporta 
2014FBCSDA20,CENTRAL,SDA,CORPORACIÓN ECONEXUS / INSITU,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Es una organización sin ánimo de lucro ubicada en la ciudad de Bogotá, que apoya a las comunidades rurales productoras de café, cacao y camarón mediante la promoción y comercialización de sus productos, el fortalecimiento organizacional comunitario y la implementación de una cultura empresarial enmarcada en el diálogo de actores y en prácticas sostenibles","Café, cacao y Camarón",Bogotá,DISTRITO CAPITAL,2014,V1.1.,Sí,No reporta ,No Reporta 
